"","indiv_id","date","sex","race","age","charge_num","sec_code","ca_code","section_full","section","subsection1","subsection2","subsection3","subsection4","subsection5","part","part_head","title","title_head","chapter","chapter_head","division","division_head","description_1","description_2","description_3","description_4","description_5","description_6","description_7","description_8","sentence_1","sentence_2","sentence_3","sentence_4","sentence_5","sentence_6","sentence_7","sentence_8","severity_1","severity_2","severity_3","severity_4","severity_5","severity_6","severity_7","severity_8","code","category","violation","class (needs checking)","notes"
"2685","1522",2017-10-14,"M","Chinese",19,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"2686","1522",2017-10-14,"M","Chinese",19,"charge3","23136(A)VC","VC","23136 (A)","23136","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNDERAGE DRUNK DRIVING 0.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","underage dui","felony",NA
"2687","1523",2017-10-14,"M","White",36,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"2688","1523",2017-10-14,"M","White",36,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"2689","1524",2017-10-16,"M","White",18,"charge1","23152(F)VC","VC","23152 (F)","23152","(F)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ANY DRUG",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui drugs","felony",NA
"2690","1525",2017-10-17,"F","White",26,"charge1","369I(A)PC","PC","369 I(A)","369","I(A)",NA,NA,NA,NA,"1","Crimes and punishments","10","Crimes against the public health and safety",NA,NA,NA,NA,"TRESPASS:RAILROAD PROPERTY",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Trespassing","railroad trespassing","misdemeanor",NA
"2691","1526",2017-10-17,"F","White",32,"charge1","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","receiving stolen property","felony",NA
"2692","1527",2017-10-19,"F","White",45,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"2693","1528",2017-10-20,"M","Asian Indian",32,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"2694","1528",2017-10-20,"M","Asian Indian",32,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"2695","1529",2017-10-20,"F","White",62,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2696","1530",2017-10-21,"M","White",19,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2697","1531",2017-10-23,"M","White",29,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2698","1532",2017-10-23,"M","Black",65,"charge1","417(A)(1)PC","PC","417 (A) (1)","417","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","11","Crimes against the public peace",NA,NA,NA,NA,"EXHIBIT DEADLY WEAPON OTHER THAN FIREARM",NA,NA,NA,NA,NA,NA,NA,"30-365 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Assault and battery","exhibits deadly weapon, not firearm","misdemeanor",NA
"2699","1532",2017-10-23,"M","Black",65,"charge2","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2700","1533",2017-10-24,"M","Black",22,"charge1","273.6(A)PC","PC","273.6 (A)","273.6","(A)",NA,NA,NA,NA,"1","Crimes and punishments","9","Crimes against the person involving sexual assault, and crimes against public decency and good morals","2","Abandonment of children",NA,NA,"VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE","VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Impeding public justice","restraining order violation","misdemeanor",NA
"2701","1534",2017-10-25,"M","White",18,"charge1","459.5PC","PC","459.5","459.5",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"SHOPLIFTING","SHOPLIFTING","SHOPLIFTING",NA,NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-180 DA JAIL",NA,NA,NA,NA,NA,"Felony","Felony","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","shoplifting","felony",NA
"2702","1535",2017-10-25,"M","White",24,"charge1","466PC","PC","466","466",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","3","Burglarious and larcenous instruments and deadly weapons",NA,NA,"POSSESS/ETC BURGLARY TOOLS",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Burglary","possession of burglary tools","felony/misdemeanor",NA
"2703","1535",2017-10-25,"M","White",24,"charge2","647(H)PC","PC","647 (H)","647","(H)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:LOITER/ETC PRIVATE PROPERTY",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Disturbing the peace","disorderly conduct; loitering","felony/misdemeanor",NA
"2704","1536",2017-10-27,"M","Other Asian",30,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"2705","1536",2017-10-27,"M","Other Asian",30,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"2706","1537",2017-10-28,"M","White",21,"charge1","647(H)PC","PC","647 (H)","647","(H)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:LOITER/ETC PRIVATE PROPERTY",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Disturbing the peace","disorderly conduct; loitering","felony/misdemeanor",NA
"2707","1537",2017-10-28,"M","White",21,"charge2","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","resisting arrest","felony",NA
"2708","1538",2017-10-29,"M","Other Asian",20,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"2709","1538",2017-10-29,"M","Other Asian",20,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"2710","1539",2017-10-29,"M","Black",21,"charge1","490.5(A)PC","PC","490.5 (A)","490.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"PETTY THEFT:RETAIL MERCHANDISE/ETC",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Theft","petty theft","felony",NA
"2711","1540",2017-10-30,"M","Hispanic",43,"charge1","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","resisting arrest","felony",NA
"2712","1540",2017-10-30,"M","Hispanic",43,"charge2","21453(A)VC","VC","21453 (A)","21453","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RED LIGHT VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VC","Vehicular violations","running red light","misdemeanor",NA
"2713","1541",2017-11-01,"M","White",29,"charge1","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","resisting arrest","felony",NA
"2714","1541",2017-11-01,"M","White",29,"charge2","243(B)PC","PC","243 (B)","243","(B)",NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC","BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","battery vs peace officer/etc","felony/misdemeanor",NA
"2715","1541",2017-11-01,"M","White",29,"charge3","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2716","1542",2017-11-02,"M","Hispanic",33,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"2717","1543",2017-11-02,"M","White",48,"charge1","273A(B)PC","PC","273 A(B)","273","A(B)",NA,NA,NA,NA,"1","Crimes and punishments","9","Crimes against the person involving sexual assault, and crimes against public decency and good morals","2","Abandonment of children",NA,NA,"WILLFUL CRUELTY TO CHILD","WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH",NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Assault and battery","child endangerment","felony/misdemeanor",NA
"2718","1543",2017-11-02,"M","White",48,"charge2","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2719","1544",2017-11-03,"M","Other",21,"charge1","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"2720","1544",2017-11-03,"M","Other",21,"charge2","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"2721","1545",2017-11-03,"M","White",59,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2722","1546",2017-11-04,"M","White",29,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2723","1547",2017-11-04,"M","Black",38,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2724","1548",2017-11-04,"M","White",50,"charge1","211PC","PC","211","211",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","4","Robbery",NA,NA,"ROBBERY 1ST DEG HOME INV","ROBBERY","ROBBERY:FIRST DEGREE","ROBBERY:SECOND DEGREE",NA,NA,NA,NA,"3,6,9 YRS","3,4,6 YRS","3,4,6 YRS","2,3,5 YRS",NA,NA,NA,NA,"Felony","Felony","Felony","Felony",NA,NA,NA,NA,"PC","Robbery","personal property","felony/misdemeanor",NA
"2725","1548",2017-11-04,"M","White",50,"charge2","417.4PC","PC","417.4","417.4",NA,NA,NA,NA,NA,"1","Crimes and punishments","11","Crimes against the public peace",NA,NA,NA,NA,"BRANDISHING FIREARM REPLICA",NA,NA,NA,NA,NA,NA,NA,"30-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Assault and battery","imitation firearm","felony",NA
"2726","1548",2017-11-04,"M","White",50,"charge3","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"2727","1549",2017-11-06,"M","Other",24,"charge1","243(E)(1)PC","PC","243 (E) (1)","243","(E)","(1)",NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","battery, spouse","misdemeanor",NA
"2728","1550",2017-11-06,"F","Black",36,"charge1","14601.2(A)VC","VC","14601.2 (A)","14601.2","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRIVE WHILE LICENSE SUSPENDED/REVOKED FOR DUI:SPECIFIC VIOLATI",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VC","Vehicular violations","driving with suspended license","felony/misdemeanor",NA
"2729","1550",2017-11-06,"F","Black",36,"charge2","148.9(A)PC","PC","148.9 (A)","148.9","(A)",NA,NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICERS",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Impeding public justice","false representation","felony",NA
"2730","1550",2017-11-06,"F","Black",36,"charge3","O/WFEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731","1551",2017-11-06,"F","White",53,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"2732","1551",2017-11-06,"F","White",53,"charge2","490.5(A)PC","PC","490.5 (A)","490.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"PETTY THEFT:RETAIL MERCHANDISE/ETC",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Theft","petty theft","felony",NA
"2733","1552",2017-11-07,"M","White",53,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2734","1553",2017-11-08,"M","White",24,"charge1","20001(A)VC","VC","20001 (A)","20001","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIT AND RUN RESULTING IN DEATH OR INJURY",NA,NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J",NA,NA,NA,NA,NA,NA,NA,"Felony",NA,NA,NA,NA,NA,NA,NA,"VC","Vehicular violations","hit-and-run with bodily injury","felony/misdemeanor",NA
