"date","category","disp_desc","n"
2017-06-04,"Suspicious Activity","Unfounded",1
2017-06-04,"Traffic/Major Safety","Report Taken",1
2017-06-04,"Traffic/Major Safety","Service",1
2017-06-04,"Traffic/Major Safety","Unable to Locate",2
2017-06-04,"Traffic/Minor Vehicle Violations or Issues","Advised",1
2017-06-04,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2017-06-04,"Traffic/Minor Vehicle Violations or Issues","Incident Number Given",1
2017-06-04,"Traffic/Minor Vehicle Violations or Issues","Service",4
2017-06-04,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2017-06-04,"Violent Crime/Abuse or Neglect/Public Safety","Arrest Made",1
2017-06-04,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2017-06-04,"Violent Crime/Abuse or Neglect/Public Safety","Service",4
2017-06-05,"Documentation Only/Miscellaneous","Referred",1
2017-06-05,"Documentation Only/Miscellaneous","Service",3
2017-06-05,"Drug/Alcohol","Service",3
2017-06-05,"Drug/Alcohol","Unable to Locate",1
2017-06-05,"Drug/Alcohol","Unfounded",1
2017-06-05,"Mental Health/Welfare","Report Taken",1
2017-06-05,"Mental Health/Welfare","Service",3
2017-06-05,"Mental Health/Welfare","Unable to Locate",1
2017-06-05,"Nuisance/Code Enforcement","Service",8
2017-06-05,"Officer-Initiated Contact","Advised",7
2017-06-05,"Officer-Initiated Contact","Cited",1
2017-06-05,"Officer-Initiated Contact","Service",12
2017-06-05,"Patrol Response for Assessment","Advised",2
2017-06-05,"Patrol Response for Assessment","Cancelled by RP",8
2017-06-05,"Patrol Response for Assessment","Civil Problem",1
2017-06-05,"Patrol Response for Assessment","Incident Number Given",1
2017-06-05,"Patrol Response for Assessment","Online Crime Report",1
2017-06-05,"Patrol Response for Assessment","Service",21
2017-06-05,"Patrol Response for Assessment","Unable to Locate",1
2017-06-05,"Patrol Response for Assessment","Unfounded",1
2017-06-05,"Property Theft/Destruction/Lost","Cancelled by RP",2
2017-06-05,"Property Theft/Destruction/Lost","Incident Number Given",1
2017-06-05,"Property Theft/Destruction/Lost","Online Crime Report",6
2017-06-05,"Property Theft/Destruction/Lost","Report Taken",2
2017-06-05,"Property Theft/Destruction/Lost","Service",4
2017-06-05,"Property Theft/Destruction/Lost","Unable to Locate",1
2017-06-05,"Required Other Agency/Department Response","Referred",1
2017-06-05,"Required Other Agency/Department Response","Service",1
2017-06-05,"Suspicious Activity","Advised",3
2017-06-05,"Suspicious Activity","Cancelled by RP",4
2017-06-05,"Suspicious Activity","Service",2
2017-06-05,"Traffic/Major Safety","Referred",2
2017-06-05,"Traffic/Major Safety","Report Taken",1
2017-06-05,"Traffic/Major Safety","Service",1
2017-06-05,"Traffic/Minor Vehicle Violations or Issues","Advised",1
2017-06-05,"Traffic/Minor Vehicle Violations or Issues","Incident Number Given",2
2017-06-05,"Traffic/Minor Vehicle Violations or Issues","Referred",2
2017-06-05,"Traffic/Minor Vehicle Violations or Issues","Service",4
2017-06-05,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2017-06-05,"Violent Crime/Abuse or Neglect/Public Safety","Cancelled by RP",1
2017-06-05,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",2
2017-06-05,"Violent Crime/Abuse or Neglect/Public Safety","Service",5
2017-06-06,"Documentation Only/Miscellaneous","Service",9
2017-06-06,"Mental Health/Welfare","Arrest Made",1
2017-06-06,"Mental Health/Welfare","Report Taken",1
2017-06-06,"Mental Health/Welfare","Service",3
2017-06-06,"Mental Health/Welfare","Unable to Locate",1
2017-06-06,"Nuisance/Code Enforcement","Advised",1
2017-06-06,"Nuisance/Code Enforcement","Referred",3
2017-06-06,"Nuisance/Code Enforcement","Service",11
2017-06-06,"Nuisance/Code Enforcement","Unable to Locate",2
2017-06-06,"Nuisance/Code Enforcement","Unfounded",1
2017-06-06,"Officer-Initiated Contact","Advised",3
2017-06-06,"Officer-Initiated Contact","Cited",6
2017-06-06,"Officer-Initiated Contact","Service",12
2017-06-06,"Patrol Response for Assessment","Advised",5
2017-06-06,"Patrol Response for Assessment","Arrest Made",1
2017-06-06,"Patrol Response for Assessment","Cancelled by RP",2
2017-06-06,"Patrol Response for Assessment","Referred",4
2017-06-06,"Patrol Response for Assessment","Report Taken",1
2017-06-06,"Patrol Response for Assessment","Service",17
2017-06-06,"Patrol Response for Assessment","Unable to Locate",1
2017-06-06,"Property Theft/Destruction/Lost","Online Crime Report",5
2017-06-06,"Property Theft/Destruction/Lost","Referred",1
2017-06-06,"Property Theft/Destruction/Lost","Report Taken",3
2017-06-06,"Property Theft/Destruction/Lost","Service",4
2017-06-06,"Required Other Agency/Department Response","Referred",1
2017-06-06,"Required Other Agency/Department Response","Service",1
2017-06-06,"Suspicious Activity","Cancelled by RP",2
2017-06-06,"Suspicious Activity","Service",8
2017-06-06,"Traffic/Major Safety","Referred",1
2017-06-06,"Traffic/Major Safety","Service",3
2017-06-06,"Traffic/Major Safety","Unable to Locate",1
2017-06-06,"Traffic/Minor Vehicle Violations or Issues","Advised",1
2017-06-06,"Traffic/Minor Vehicle Violations or Issues","Referred",1
2017-06-06,"Traffic/Minor Vehicle Violations or Issues","Service",9
2017-06-06,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2017-06-06,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",2
2017-06-06,"Violent Crime/Abuse or Neglect/Public Safety","Service",3
2017-06-07,"Documentation Only/Miscellaneous","Referred",3
2017-06-07,"Documentation Only/Miscellaneous","Report Taken",1
2017-06-07,"Documentation Only/Miscellaneous","Service",3
2017-06-07,"Drug/Alcohol","Service",1
2017-06-07,"Mental Health/Welfare","Service",2
2017-06-07,"Nuisance/Code Enforcement","Advised",2
2017-06-07,"Nuisance/Code Enforcement","Cancelled by RP",1
2017-06-07,"Nuisance/Code Enforcement","Referred",1
2017-06-07,"Nuisance/Code Enforcement","Service",7
2017-06-07,"Nuisance/Code Enforcement","Unable to Locate",1
2017-06-07,"Officer-Initiated Contact","Advised",13
2017-06-07,"Officer-Initiated Contact","Cited",3
2017-06-07,"Officer-Initiated Contact","Service",14
2017-06-07,"Patrol Response for Assessment","Advised",3
2017-06-07,"Patrol Response for Assessment","Arrest Made",1
2017-06-07,"Patrol Response for Assessment","Cancelled by RP",5
2017-06-07,"Patrol Response for Assessment","Referred",1
2017-06-07,"Patrol Response for Assessment","Service",25
2017-06-07,"Patrol Response for Assessment","Unable to Locate",2
2017-06-07,"Property Theft/Destruction/Lost","Advised",1
2017-06-07,"Property Theft/Destruction/Lost","Online Crime Report",4
2017-06-07,"Property Theft/Destruction/Lost","Report Taken",3
2017-06-07,"Property Theft/Destruction/Lost","Service",5
2017-06-07,"Property Theft/Destruction/Lost","Unable to Locate",1
2017-06-07,"Required Other Agency/Department Response","Referred",2
2017-06-07,"Required Other Agency/Department Response","Unable to Locate",1
2017-06-07,"Suspicious Activity","Cancelled by RP",5
2017-06-07,"Suspicious Activity","False Alarm",3
2017-06-07,"Suspicious Activity","Service",4
2017-06-07,"Suspicious Activity","Unable to Locate",4
2017-06-07,"Traffic/Major Safety","Service",4
2017-06-07,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2017-06-07,"Traffic/Minor Vehicle Violations or Issues","Service",5
2017-06-07,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",3
2017-06-07,"Traffic/Minor Vehicle Violations or Issues","Unfounded",1
2017-06-07,"Violent Crime/Abuse or Neglect/Public Safety","Advised",1
2017-06-07,"Violent Crime/Abuse or Neglect/Public Safety","False Alarm",1
2017-06-07,"Violent Crime/Abuse or Neglect/Public Safety","Incident Number Given",1
2017-06-07,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",2
2017-06-07,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2017-06-07,"Violent Crime/Abuse or Neglect/Public Safety","Unfounded",1
2017-06-08,"Documentation Only/Miscellaneous","Referred",2
2017-06-08,"Documentation Only/Miscellaneous","Report Taken",2
2017-06-08,"Documentation Only/Miscellaneous","Service",3
2017-06-08,"Documentation Only/Miscellaneous","Unable to Locate",1
2017-06-08,"Drug/Alcohol","Advised",1
2017-06-08,"Drug/Alcohol","Cited",1
2017-06-08,"Mental Health/Welfare","Report Taken",1
2017-06-08,"Mental Health/Welfare","Service",1
2017-06-08,"Mental Health/Welfare","Unable to Locate",1
2017-06-08,"Nuisance/Code Enforcement","Advised",3
2017-06-08,"Nuisance/Code Enforcement","Referred",2
2017-06-08,"Nuisance/Code Enforcement","Report Taken",1
2017-06-08,"Nuisance/Code Enforcement","Service",2
2017-06-08,"Nuisance/Code Enforcement","Unable to Locate",1
2017-06-08,"Officer-Initiated Contact","Advised",7
2017-06-08,"Officer-Initiated Contact","Arrest Made",1
2017-06-08,"Officer-Initiated Contact","Cited",5
2017-06-08,"Officer-Initiated Contact","Service",17
2017-06-08,"Patrol Response for Assessment","Advised",4
2017-06-08,"Patrol Response for Assessment","Cancelled by RP",3
2017-06-08,"Patrol Response for Assessment","Referred",1
2017-06-08,"Patrol Response for Assessment","Service",40
2017-06-08,"Patrol Response for Assessment","Unable to Locate",2
2017-06-08,"Property Theft/Destruction/Lost","Civil Problem",1
2017-06-08,"Property Theft/Destruction/Lost","Online Crime Report",2
2017-06-08,"Property Theft/Destruction/Lost","Report Taken",3
2017-06-08,"Property Theft/Destruction/Lost","Service",7
2017-06-08,"Property Theft/Destruction/Lost","Unfounded",1
2017-06-08,"Required Other Agency/Department Response","Advised",1
2017-06-08,"Suspicious Activity","Cancelled by RP",2
2017-06-08,"Suspicious Activity","False Alarm",1
2017-06-08,"Suspicious Activity","Service",9
2017-06-08,"Suspicious Activity","Unable to Locate",1
2017-06-08,"Suspicious Activity","Unfounded",1
2017-06-08,"Traffic/Major Safety","Service",1
2017-06-08,"Traffic/Minor Vehicle Violations or Issues","Advised",1
2017-06-08,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2017-06-08,"Traffic/Minor Vehicle Violations or Issues","Service",1
2017-06-08,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2017-06-08,"Traffic/Minor Vehicle Violations or Issues","Unfounded",1
2017-06-08,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",3
2017-06-08,"Violent Crime/Abuse or Neglect/Public Safety","Service",3
2017-06-08,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2017-06-09,"Documentation Only/Miscellaneous","Service",6
2017-06-09,"Drug/Alcohol","Advised",1
2017-06-09,"Mental Health/Welfare","Service",5
2017-06-09,"Nuisance/Code Enforcement","Advised",2
2017-06-09,"Nuisance/Code Enforcement","Referred",4
2017-06-09,"Nuisance/Code Enforcement","Service",9
2017-06-09,"Nuisance/Code Enforcement","Unable to Locate",1
2017-06-09,"Officer-Initiated Contact","Advised",9
2017-06-09,"Officer-Initiated Contact","Arrest Made",3
2017-06-09,"Officer-Initiated Contact","Cited",3
2017-06-09,"Officer-Initiated Contact","Service",23
2017-06-09,"Patrol Response for Assessment","Advised",1
2017-06-09,"Patrol Response for Assessment","Arrest Made",3
2017-06-09,"Patrol Response for Assessment","Cancelled by RP",4
2017-06-09,"Patrol Response for Assessment","Report Taken",2
2017-06-09,"Patrol Response for Assessment","Service",33
2017-06-09,"Patrol Response for Assessment","Unable to Locate",2
2017-06-09,"Patrol Response for Assessment","Unfounded",1
2017-06-09,"Property Theft/Destruction/Lost","Referred",1
2017-06-09,"Property Theft/Destruction/Lost","Report Taken",4
2017-06-09,"Property Theft/Destruction/Lost","Service",4
2017-06-09,"Required Other Agency/Department Response","Referred",1
2017-06-09,"Suspicious Activity","Arrest Made",1
2017-06-09,"Suspicious Activity","Cancelled by RP",4
2017-06-09,"Suspicious Activity","False Alarm",1
2017-06-09,"Suspicious Activity","Service",6
2017-06-09,"Suspicious Activity","Unable to Locate",1
2017-06-09,"Traffic/Major Safety","Report Taken",1
2017-06-09,"Traffic/Major Safety","Service",1
2017-06-09,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2017-06-09,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2017-06-09,"Traffic/Minor Vehicle Violations or Issues","Service",8
2017-06-09,"Violent Crime/Abuse or Neglect/Public Safety","Advised",1
2017-06-09,"Violent Crime/Abuse or Neglect/Public Safety","Arrest Made",2
2017-06-09,"Violent Crime/Abuse or Neglect/Public Safety","Cancelled by RP",1
2017-06-09,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2017-06-09,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",2
2017-06-10,"Documentation Only/Miscellaneous","Service",1
2017-06-10,"Drug/Alcohol","Service",1
2017-06-10,"Mental Health/Welfare","Service",1
2017-06-10,"Nuisance/Code Enforcement","Advised",1
2017-06-10,"Nuisance/Code Enforcement","Cited",1
2017-06-10,"Nuisance/Code Enforcement","Referred",1
2017-06-10,"Nuisance/Code Enforcement","Service",10
2017-06-10,"Nuisance/Code Enforcement","Unable to Locate",3
2017-06-10,"Officer-Initiated Contact","Advised",8
2017-06-10,"Officer-Initiated Contact","Arrest Made",2
2017-06-10,"Officer-Initiated Contact","Cited",5
2017-06-10,"Officer-Initiated Contact","Service",16
2017-06-10,"Patrol Response for Assessment","Advised",4
2017-06-10,"Patrol Response for Assessment","Cancelled by RP",1
2017-06-10,"Patrol Response for Assessment","Referred",1
2017-06-10,"Patrol Response for Assessment","Report Taken",1
2017-06-10,"Patrol Response for Assessment","Service",19
2017-06-10,"Patrol Response for Assessment","Unable to Locate",4
2017-06-10,"Property Theft/Destruction/Lost","Referred",1
2017-06-10,"Property Theft/Destruction/Lost","Report Taken",3
2017-06-10,"Property Theft/Destruction/Lost","Service",2
2017-06-10,"Property Theft/Destruction/Lost","Unable to Locate",1
2017-06-10,"Required Other Agency/Department Response","Advised",1
2017-06-10,"Suspicious Activity","Advised",1
2017-06-10,"Suspicious Activity","Cancelled by RP",2
2017-06-10,"Suspicious Activity","Incident Number Given",1
2017-06-10,"Suspicious Activity","Service",8
2017-06-10,"Suspicious Activity","Unable to Locate",1
2017-06-10,"Traffic/Major Safety","Service",2
2017-06-10,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",3
2017-06-10,"Traffic/Minor Vehicle Violations or Issues","Service",8
2017-06-10,"Violent Crime/Abuse or Neglect/Public Safety","Arrest Made",2
2017-06-10,"Violent Crime/Abuse or Neglect/Public Safety","Service",3
2017-06-10,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",2
2017-06-11,"Documentation Only/Miscellaneous","Referred",1
2017-06-11,"Documentation Only/Miscellaneous","Service",2
2017-06-11,"Drug/Alcohol","Advised",1
2017-06-11,"Mental Health/Welfare","Report Taken",1
2017-06-11,"Mental Health/Welfare","Service",5
2017-06-11,"Nuisance/Code Enforcement","Advised",1
2017-06-11,"Nuisance/Code Enforcement","Cancelled by RP",3
2017-06-11,"Nuisance/Code Enforcement","Cited",1
2017-06-11,"Nuisance/Code Enforcement","Referred",2
2017-06-11,"Nuisance/Code Enforcement","Service",3
2017-06-11,"Nuisance/Code Enforcement","Unable to Locate",2
2017-06-11,"Officer-Initiated Contact","Advised",3
2017-06-11,"Officer-Initiated Contact","Arrest Made",1
2017-06-11,"Officer-Initiated Contact","Cited",1
2017-06-11,"Officer-Initiated Contact","Service",8
2017-06-11,"Patrol Response for Assessment","Advised",1
2017-06-11,"Patrol Response for Assessment","Cancelled by RP",2
2017-06-11,"Patrol Response for Assessment","Service",11
2017-06-11,"Patrol Response for Assessment","Unable to Locate",3
2017-06-11,"Property Theft/Destruction/Lost","MORF",2
2017-06-11,"Property Theft/Destruction/Lost","Online Crime Report",1
2017-06-11,"Property Theft/Destruction/Lost","Report Taken",3
2017-06-11,"Required Other Agency/Department Response","Referred",2
2017-06-11,"Suspicious Activity","Cancelled by RP",1
2017-06-11,"Suspicious Activity","False Alarm",3
2017-06-11,"Suspicious Activity","Service",7
2017-06-11,"Traffic/Major Safety","Report Taken",1
2017-06-11,"Traffic/Minor Vehicle Violations or Issues","Referred",1
2017-06-11,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2017-06-11,"Traffic/Minor Vehicle Violations or Issues","Service",4
2017-06-11,"Violent Crime/Abuse or Neglect/Public Safety","Advised",1
2017-06-11,"Violent Crime/Abuse or Neglect/Public Safety","Service",4
2017-06-12,"Documentation Only/Miscellaneous","Referred",2
2017-06-12,"Documentation Only/Miscellaneous","Service",4
2017-06-12,"Drug/Alcohol","Service",1
2017-06-12,"Mental Health/Welfare","Report Taken",2
2017-06-12,"Nuisance/Code Enforcement","Advised",2
2017-06-12,"Nuisance/Code Enforcement","Cancelled by RP",1
2017-06-12,"Nuisance/Code Enforcement","Referred",3
2017-06-12,"Nuisance/Code Enforcement","Report Taken",1
2017-06-12,"Nuisance/Code Enforcement","Service",18
2017-06-12,"Officer-Initiated Contact","Advised",6
2017-06-12,"Officer-Initiated Contact","Cited",7
2017-06-12,"Officer-Initiated Contact","Service",9
2017-06-12,"Patrol Response for Assessment","Advised",7
2017-06-12,"Patrol Response for Assessment","Cancelled by RP",4
2017-06-12,"Patrol Response for Assessment","Report Taken",3
2017-06-12,"Patrol Response for Assessment","Service",23
